title,platform_name,region_code,amount
The Sims 3: Outdoor Living Stuff,PC,OT,0.09
Cars: Race-O-Rama,PS2,OT,0.17
Downhill Domination,PS2,OT,0.06
NHL 15,X360,OT,0.04
Pirates of the Caribbean: Dead Man's Chest,GBA,OT,0.01
World Series of Poker,PS2,OT,0.06
NHL 97,PS,OT,0.03
We Sing Encore,Wii,OT,0.06
Kong: The 8th Wonder of the World,GBA,OT,0.01
MX vs. ATV: Alive,PS3,OT,0.07
Mega Man Star Force 3: Black Ace / Red Joker,DS,OT,0.02
Crayola: Treasure Adventures,DS,OT,0.03
Godzilla: Save the Earth,PS2,OT,0.06
Dance Dance Revolution: Mario Mix,GC,OT,0.01
Metal Gear Solid: The Twin Snakes,GC,OT,0.01
Mat Hoffman's Pro BMX 2,PS2,OT,0.06
Metal Gear Solid: The Essential Collection,PS2,OT,0.06
The Legend of Spyro: Dawn of the Dragon,DS,OT,0.05
Iridion 3D,GBA,OT,0.01
MX vs. ATV Untamed,PS3,OT,0.05
Classic NES Series: Pac-Man,GBA,OT,0.01
Destroy All Humans!,XB,OT,0.02
Dragon Ball Z: Collectible Card Game,GBA,OT,0.01
Country Dance 2,Wii,OT,0.03
Razor Freestyle Scooter,PS,OT,0.03
Crash of the Titans,Wii,OT,0.04
F.E.A.R. 3,PS3,OT,0.07
Disney's Kim Possible 3: Team Possible,GBA,OT,0.01
Rygar: The Legendary Adventure,PS2,OT,0.05
Syphon Filter: Logan's Shadow,PSP,OT,0.09
Kessen II,PS2,OT,0.03
Stuart Little 2,GBA,OT,0.01
Wolfenstein: The New Order,PC,OT,0.05
"Warhammer 40,000: Space Marine",PS3,OT,0.09
Tak 2: The Staff of Dreams,GBA,OT,0.01
Art Academy: Lessons for Everyone,3DS,OT,0.02
Sid Meier's Civilization Revolution,DS,OT,0.04
ATV Offroad Fury Pro,PSP,OT,0.05
Dora The Explorer: Dora Saves the Snow Princess,DS,OT,0.04
SingStar Amped,PS2,OT,0.06
Brothers In Arms: Earned in Blood,PS2,OT,0.06
Walk it Out!,Wii,OT,0.04
Transformers: Dark of the Moon - Autobots/Decepticons,DS,OT,0.04
Dragon Ball Z: Sagas,PS2,OT,0.06
Scooby-Doo,GBA,OT,0.01
The Legend of Spyro: Dawn of the Dragon,PS3,OT,0.08
Hydro Thunder,PS,OT,0.03
Brothers In Arms: D-Day,PSP,OT,0.09
American Girl: Kit Mystery Challenge!,DS,OT,0.03
Mario & Sonic at the Rio 2016 Olympic Games,3DS,OT,0.01
NHL FaceOff '97,PS,OT,0.03
Deadpool,X360,OT,0.04
Brothers In Arms: Road to Hill 30,PS2,OT,0.06
Virtua Tennis 4,PS3,OT,0.09
EA Sports UFC,XOne,OT,0.04
The Mark of Kri,PS2,OT,0.06
Jampack Winter 2003 (RP-M),PS2,OT,0.06
Rugrats: Castle Capers,GBA,OT,0.01
Crash Nitro Kart,GBA,OT,0.01
Star Wars The Clone Wars: Republic Heroes,PS3,OT,0.07
Farming Simulator 2015,PS3,OT,0.07
Bleach: The Blade of Fate,DS,OT,0.03
Madden NFL 12,Wii,OT,0.03
LEGO Rock Band,DS,OT,0.04
Mad Max (2015),XOne,OT,0.04
"Barbie: Jet, Set & Style!",DS,OT,0.03
Jak and Daxter: The Lost Frontier,PS2,OT,0.06
Command & Conquer: Red Alert 3,X360,OT,0.05
Tomb Raider: Legend,PSP,OT,0.12
Skylanders: SuperChargers,X360,OT,0.04
The Golden Compass,X360,OT,0.04
Star Wars: Demolition,PS,OT,0.03
Scooby-Doo! and the Spooky Swamp,Wii,OT,0.04
Sword Art Online: Lost Song,PSV,OT,0.05
Bloody Roar II,PS,OT,0.03
Delta Force: Black Hawk Down,PS2,OT,0.06
Burnout Dominator,PSP,OT,0.06
NBA Live 07,X360,OT,0.04
Vin Diesel: Wheelman,X360,OT,0.05
.hack//Outbreak Part 3,PS2,OT,0.04
Rayman Legends,X360,OT,0.04
Mother 1+2,GBA,OT,0.01
Hyperdimension Neptunia,PS3,OT,0.05
iCarly,Wii,OT,0.03
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,OT,0.01
Harry Potter and the Deathly Hallows - Part 1,X360,OT,0.04
Top Spin,XB,OT,0.02
Disney Guilty Party,Wii,OT,0.03
Warhawk,PS,OT,0.03
Pirates of the Caribbean: At World's End,Wii,OT,0.04
Red Faction: Armageddon,PS3,OT,0.07
DanceStar Party,PS3,OT,0.1
Persona 4: Dancing All Night,PSV,OT,0.07
Thief (2014),XOne,OT,0.04
Dynasty Warriors: Strikeforce,PSP,OT,0.02
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,OT,0.01
Tales of Hearts,PSV,OT,0.08
Missile Command,PS,OT,0.03
Lego Batman 3: Beyond Gotham,3DS,OT,0.04
Barbie as The Island Princess,Wii,OT,0.03
The Walking Dead: Season One,PS4,OT,0.08
Enter the Matrix,GC,OT,0.01
Crash: Mind Over Mutant,Wii,OT,0.03
NASCAR 2005: Chase for the Cup,XB,OT,0.02
The New York Times Crosswords,DS,OT,0.03
Phantasy Star Online Episode I & II,GC,OT,0.01
Moshi Monsters: Moshlings Theme Park,DS,OT,0.05
The Powerpuff Girls: Relish Rampage,PS2,OT,0.06
Resistance: Burning Skies,PSV,OT,0.07
NBA 2K13,Wii,OT,0.03
Dead or Alive: Dimensions,3DS,OT,0.03
Brain Challenge,DS,OT,0.03
NFL Head Coach,PS2,OT,0.06
Watch Dogs,PC,OT,0.05
Karaoke Revolution Presents American Idol Encore,Wii,OT,0.03
Major League Baseball 2K11,X360,OT,0.03
Enemy Territory: Quake Wars,X360,OT,0.04
NCAA Gamebreaker 99,PS,OT,0.03
Area 51,PS2,OT,0.06
World Stadium 2,PS,OT,0.03
Sega Rally Revo,X360,OT,0.05
NHL 2005,PS2,OT,0.06
TNA iMPACT!,X360,OT,0.04
Star Wars Jedi Knight: Jedi Academy,XB,OT,0.02
Thrillville: Off the Rails,Wii,OT,0.03
Spider-Man: Shattered Dimensions,PS3,OT,0.06
F.E.A.R. 3,X360,OT,0.04
My Fashion Studio,DS,OT,0.03
Plants vs. Zombies: Garden Warfare 2,PS4,OT,0.07
Rock Band Country Track Pack,Wii,OT,0.03
Pro Evolution Soccer 2016,PS3,OT,0.05
Apocalypse,PS,OT,0.03
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,OT,0.04
PES 2009: Pro Evolution Soccer,Wii,OT,0.05
Yu-Gi-Oh! Destiny Board Traveler,GBA,OT,0.01
SingStar Queen,PS3,OT,0.08
Samurai Warriors 3,Wii,OT,0.01
One Piece: Pirate Warriors 3,PS4,OT,0.05
Sphinx and the Cursed Mummy,PS2,OT,0.06
Rampage World Tour,N64,OT,0.01
Pokemon Puzzle League,N64,OT,0.01
Eternal Sonata,PS3,OT,0.06
Dance Dance Revolution: Hottest Party 3,Wii,OT,0.04
FIFA 15,3DS,OT,0.03
Petz: Catz 2,Wii,OT,0.03
Bee Movie Game,DS,OT,0.03
Tekken Advance,GBA,OT,0.01
Shin Megami Tensei: Persona 3,PS2,OT,0.2
Persona,PS,OT,0.03
Band Hero,DS,OT,0.05
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,OT,0.04
Hot Wheels: Stunt Track Challenge,GBA,OT,0.01
Viking: Battle for Asgard,X360,OT,0.05
Mobile Suit Gundam,PS,OT,0.03
SingStar Take That,PS2,OT,0.39
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,OT,0.08
Final Fantasy Collection,PS,OT,0.03
Disney Sing It! High School Musical 3: Senior Year,PS2,OT,0.34
NBA Live 10,X360,OT,0.03
Samurai Warriors: Xtreme Legends,PS2,OT,0.01
Tony Hawk's Proving Ground,PS3,OT,0.05
NHL FaceOff,PS,OT,0.03
WWE WrestleMania 21,XB,OT,0.02
Brunswick Pro Bowling,X360,OT,0.03
Worms: Open Warfare 2,PSP,OT,0.14
NBA Live 2005,GC,OT,0.01
WWE Day of Reckoning,GC,OT,0.01
Dragon Quest Heroes: Rocket Slime,DS,OT,0.01
ATV Quad Power Racing 2,XB,OT,0.01
Walt Disney World Quest: Magical Racing Tour,PS,OT,0.03
Sled Storm,PS2,OT,0.06
Vandal Hearts,PS,OT,0.03
Mario Tennis Ultra Smash,WiiU,OT,0.03
Celebrity Sports Showdown,Wii,OT,0.05
Scooby-Doo! Mystery Mayhem,PS2,OT,0.06
Mario Golf: Advance Tour,GBA,OT,0.01
Crash: Mind Over Mutant,PSP,OT,0.12
Karaoke Revolution,Wii,OT,0.04
Discovery Kids: Kitten Corner,DS,OT,0.03
Just Dance 2014,XOne,OT,0.04
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,OT,0.06
Payday 2,PS3,OT,0.08
Major League Baseball 2K6,PS2,OT,0.06
Jampack Volume 13 (RP-M),PS2,OT,0.06
World Soccer Winning Eleven 9,XB,OT,0.03
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,OT,0.06
"SpongeBob SquarePants: Lights, Camera, Pants!",PS2,OT,0.06
Disney Infinity 3.0,X360,OT,0.04
TouchMaster 3,DS,OT,0.04
The Thing,PS2,OT,0.06
Disney Infinity 3.0,WiiU,OT,0.04
Van Helsing,PS2,OT,0.06
X-Men Legends II: Rise of Apocalypse,XB,OT,0.02
Food Network: Cook or Be Cooked,Wii,OT,0.03
Transformers: Fall of Cybertron,X360,OT,0.04
Metro: Last Light,PS3,OT,0.08
Spawn: Armageddon,PS2,OT,0.06
The Godfather (US sales),XB,OT,0.02
DmC: Devil May Cry,X360,OT,0.04
Plants vs. Zombies: Garden Warfare 2,XOne,OT,0.04
World Stadium EX,PS,OT,0.03
Tiger Woods PGA Tour 2003,XB,OT,0.01
Battlefield 2: Modern Combat,PS2,OT,0.06
G-Force,Wii,OT,0.05
Ben 10 Alien Force: Vilgax Attacks,Wii,OT,0.04
50 Cent: Bulletproof,XB,OT,0.02
Densetsu no Stafi 2,GBA,OT,0.01
Independence Day,PS,OT,0.03
Need for Speed: Shift 2 Unleashed,X360,OT,0.04
Chocobo Racing,PS,OT,0.03
Ninja Gaiden 3,PS3,OT,0.05
Child of Eden,X360,OT,0.04
LEGO Star Wars II: The Original Trilogy,XB,OT,0.02
Family Fest Presents Circus Games,Wii,OT,0.05
My Spanish Coach,DS,OT,0.03
The Darkness,X360,OT,0.04
Ms. Pac-Man Maze Madness,PS,OT,0.03
Blood Omen: Legacy of Kain,PS,OT,0.03
Bomberman II,NES,OT,0.1
Duke Nukem 64,N64,OT,0.01
Sin and Punishment: Star Successor,Wii,OT,0.04
Jump Start Pet Rescue,Wii,OT,0.03
Naughty Bear,PS3,OT,0.07
"SpongeBob SquarePants: Lights, Camera, Pants!",GC,OT,0.01
Army Men World War: Final Front,PS,OT,0.03
Petz: Horsez 2,DS,OT,0.03
Puppy Luv: Spa and Resort,DS,OT,0.03
Yu-Gi-Oh! 5D's Tag Force 4,PSP,OT,0.06
MX Unleashed,XB,OT,0.02
Grind Session,PS,OT,0.03
Naruto: Gekito Ninja Taisen! 3,GC,OT,0.01
Barbie: Groom and Glam Pups,DS,OT,0.04
Wario World,GC,OT,0.01
Scooby-Doo! Mystery Mayhem,GBA,OT,0.01
Deer Drive,DS,OT,0.02
Just Dance 4,PS3,OT,0.06
TimeSplitters 2,GC,OT,0.01
Battlebots: Design & Destroy,GBA,OT,0.01
Devil May Cry HD Collection,X360,OT,0.03
Eternal Darkness: Sanity's Requiem,GC,OT,0.01
Power Rangers: S.P.D.,GBA,OT,0.01
Naruto: Ultimate Ninja 3,PS2,OT,0.06
SingStar Motown,PS2,OT,0.38
Nicktoons: Attack of the Toybots,Wii,OT,0.03
NFL Blitz 20-03,PS2,OT,0.06
Just Dance: Summer Party,Wii,OT,0.03
SpongeBob's Atlantis SquarePantis,PS2,OT,0.06
Dragon Ball Z: Shin Budokai - Another Road,PSP,OT,0.07
Master of Illusion,DS,OT,0.01
Star Wars: Jedi Starfighter,XB,OT,0.02
Remington Great American Bird Hunt,Wii,OT,0.03
Classic NES Series: Metroid,GBA,OT,0.01
Alpha Protocol,PS3,OT,0.07
Tetris Axis,3DS,OT,0.03
Dora the Explorer: Dora Puppy,DS,OT,0.03
Primal,PS2,OT,0.06
Need for Speed Underground 2,GBA,OT,0.01
007: Quantum of Solace,PS2,OT,0.26
Spec Ops: Covert Assault,PS,OT,0.03
SSX Tricky,XB,OT,0.02
Flight Control Rocket,GBA,OT,0.01
FIFA 14,PC,OT,0.06
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,OT,0.06
Trials Fusion,PS4,OT,0.08
Wheel of Fortune,DS,OT,0.03
NCAA Football 2004,XB,OT,0.02
Overwatch,PC,OT,0.04
Rock Band 4,XOne,OT,0.04
NBA Jam,Wii,OT,0.03
Bionicle,PS2,OT,0.06
Minecraft,WiiU,OT,0.03
MLB 2002,PS,OT,0.03
Sleeping Dogs,PS4,OT,0.07
TimeSplitters,PS2,OT,0.06
InuYasha: The Secret of the Cursed Mask,PS2,OT,0.06
Rune Factory 3: A Fantasy Harvest Moon,DS,OT,0.02
The Powerpuff Girls: Him and Seek,GBA,OT,0.01
Mega Man Zero 2,GBA,OT,0.01
2010 FIFA World Cup South Africa,Wii,OT,0.04
Atelier Totori: The Adventurer of Arland,PS3,OT,0.03
Spec Ops: The Line,X360,OT,0.04
Ghostbusters: The Video Game,PS2,OT,0.24
Hunter: The Reckoning  Wayward,PS2,OT,0.06
How to Train Your Dragon,Wii,OT,0.04
Command & Conquer 3: Tiberium Wars,X360,OT,0.03
WipEout 64,N64,OT,0.01
Mischief Makers,N64,OT,0.06
Max Payne 3,PC,OT,0.06
Petz Bunnyz,DS,OT,0.03
Castlevania: Portrait of Ruin,DS,OT,0.03
EyeToy: AntiGrav,PS2,OT,0.06
FIFA 14,Wii,OT,0.05
EverQuest Online Adventures,PS2,OT,0.05
Cool Boarders,PS,OT,0.03
"999: Nine Hours, Nine Persons, Nine Doors",DS,OT,0.03
Mobile Suit Gundam: Zeonic Front,PS2,OT,0.02
Zone of the Enders HD Collection,PS3,OT,0.05
Def Jam Icon,PS3,OT,0.08
Tales of the World: Radiant Mythology,PSP,OT,0.02
Monopoly,PS2,OT,0.05
Dawn of Mana,PS2,OT,0.02
Microsoft Flight Simulator X,PC,OT,0.07
Lego Batman 3: Beyond Gotham,XOne,OT,0.04
Madden NFL 2003,GC,OT,0.01
NASCAR Kart Racing,Wii,OT,0.03
Disney Sing It,X360,OT,0.03
Backyard Baseball,GBA,OT,0.01
Call of Duty: Black Ops II,WiiU,OT,0.03
TRON: Evolution,PS3,OT,0.05
Midway Arcade Treasures,XB,OT,0.01
Call of Duty: Modern Warfare: Mobilized,DS,OT,0.03
Petz: Horsez 2,Wii,OT,0.03
The Smurfs,DS,OT,0.04
Bakugan: Battle Brawlers,PS2,OT,0.05
NHL FaceOff 99,PS,OT,0.03
Skylanders: Trap Team,PS4,OT,0.07
SEGA Classics Collection,PS2,OT,0.05
Pirates of the Caribbean: At World's End,PSP,OT,0.1
Juiced: Eliminator,PSP,OT,0.12
Naruto: Ninja Council 3,DS,OT,0.03
NBA Street,GC,OT,0.01
Ben 10 Alien Force: Vilgax Attacks,DS,OT,0.04
Ben 10 Alien Force: Vilgax Attacks,PSP,OT,0.11
Valkyrie Profile: Covenant of the Plume,DS,OT,0.02
The Legend of Spyro: The Eternal Night,PS2,OT,0.05
Mega Man Battle Network,GBA,OT,0.01
LEGO Rock Band,PS3,OT,0.06
25 to Life,PS2,OT,0.06
NHL 2K6,PS2,OT,0.05
Medal of Honor: Rising Sun,GC,OT,0.01
The Sims,XB,OT,0.01
Guitar Hero: Smash Hits,X360,OT,0.04
Dog's Life,PS2,OT,0.05
The X Files,PS,OT,0.03
Rascal,PS,OT,0.03
Hometown Story,3DS,OT,0.04
Tony Hawk's American Wasteland,GC,OT,0.01
Top Spin 4,X360,OT,0.04
Famicom Mini: Super Mario Bros. 2,GBA,OT,0.01
Crash: Mind Over Mutant,DS,OT,0.03
Medal of Honor Heroes 2,Wii,OT,0.04
Yu-Gi-Oh! GX: Tag Force 2,PSP,OT,0.11
Colony Wars,PS,OT,0.03
All-Star Baseball 2004,PS2,OT,0.05
Big Strike Bowling,PS,OT,0.03
Ragnarok Odyssey,PSV,OT,0.03
Harry Potter and the Deathly Hallows - Part 1,DS,OT,0.04
Horsez,DS,OT,0.03
NASCAR Thunder 2002,PS,OT,0.03
ESPN NHL 2K5,XB,OT,0.02
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,OT,0.01
Hot Wheels World Race,PS2,OT,0.05
Avatar: The Last Airbender - The Burning Earth,PS2,OT,0.05
Superman: Shadow of Apokolips,PS2,OT,0.05
NiGHTS: Journey of Dreams,Wii,OT,0.03
American Chopper,PS2,OT,0.06
Vanquish,X360,OT,0.04
Star Wars Trilogy: Apprentice of the Force,GBA,OT,0.01
Marvel Super Hero Squad,DS,OT,0.03
Lemony Snicket's A Series of Unfortunate Events,GBA,OT,0.01
JGTC: All-Japan Grand Touring Car Championship,PS,OT,0.03
NBA Live 06,PSP,OT,0.03
Arc the Lad III,PS,OT,0.03
Solitaire Overload,DS,OT,0.03
Test Drive,XB,OT,0.02
Ghost Trick: Phantom Detective,DS,OT,0.03
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,OT,0.05
Jikkyou Powerful Pro Yakyuu 6,N64,OT,0.03
James Bond 007: Everything or Nothing,GC,OT,0.01
Green Day: Rock Band,PS3,OT,0.07
Wolfenstein: The Old Blood,PS4,OT,0.06
MLB 08: The Show,PS2,OT,0.06
Disney Infinity 2.0: Marvel Super Heroes,XOne,OT,0.03
Dance Dance Revolution Ultramix 2,XB,OT,0.02
Mega Man Anniversary Collection,GC,OT,0.01
Blazing Angels: Squadrons of WWII,X360,OT,0.03
Cabela's Legendary Adventures,PS2,OT,0.05
Harry Potter and the Goblet of Fire,GC,OT,0.01
JumpStart: Escape from Adventure Island,Wii,OT,0.03
Thrillville: Off the Rails,PS2,OT,0.05
Style Lab: Makeover,DS,OT,0.03
Condemned: Criminal Origins,X360,OT,0.03
Mega Man X6,PS,OT,0.03
Monster Jam: Urban Assault,Wii,OT,0.03
BloodRayne,PS2,OT,0.05
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,OT,0.01
Castlevania: Curse of Darkness,PS2,OT,0.05
Tom Clancy's HAWX 2,PS3,OT,0.05
Harvest Moon: Grand Bazaar,DS,OT,0.02
International Superstar Soccer Pro '98,PS,OT,0.03
Jimmy Neutron: Boy Genius,GBA,OT,0.01
Black,XB,OT,0.01
Zack & Wiki: Quest for Barbaros' Treasure,Wii,OT,0.04
Double Pack: Finding Nemo / The Incredibles,XB,OT,0.01
Star Wars The Clone Wars: Republic Heroes,PSP,OT,0.08
NBA 2K11,PSP,OT,0.03
Animal Crossing: Amiibo Festival,WiiU,OT,0.03
Hyrule Warriors,3DS,OT,0.03
Harry Potter and the Deathly Hallows - Part 1,PS3,OT,0.08
Fishing Resort,Wii,OT,0.01
WWE All Stars,PS3,OT,0.07
Lord of the Rings: The Third Age,XB,OT,0.01
Football Manager Handheld 2011,PSP,OT,0.14
Pirates of the Caribbean: At World's End,PS2,OT,0.05
Mega Man Legends 2,PS,OT,0.03
X-Men vs. Street Fighter,PS,OT,0.03
High Rollers Casino,PS2,OT,0.05
Castlevania: The Dracula X Chronicles,PSP,OT,0.07
The Suffering,PS2,OT,0.05
Katamari Forever,PS3,OT,0.04
Star Wars Starfighter: Special Edition,XB,OT,0.02
TimeShift,X360,OT,0.03
NBA Jam,PS2,OT,0.05
Zone of the Enders: The 2nd Runner,PS2,OT,0.04
Ghostbusters: The Video Game,DS,OT,0.04
Jampack Spring 2004 (RP-T),PS2,OT,0.05
Dexter's Laboratory Deesaster Strikes,GBA,OT,0.01
NFL GameDay 2004,PS2,OT,0.05
Scooby-Doo and the Cyber Chase,GBA,OT,0.01
Danganronpa: Trigger Happy Havoc,PSV,OT,0.06
pro evolution soccer 2011,PS2,OT,0.11
Quake II,PS,OT,0.03
Crash of the Titans,PS2,OT,0.06
BioShock,PC,OT,0.02
Cars: Mater-National Championship,PS3,OT,0.03
MLB 10: The Show,PS2,OT,0.05
Wheel of Fortune: 2nd Edition,PS,OT,0.03
Tom Clancy's Rainbow Six: Lockdown,XB,OT,0.02
Cool Boarders 2001,PS,OT,0.03
Grudge Warriors,PS,OT,0.03
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,OT,0.03
Destiny: The Taken King,PS3,OT,0.06
Mass Effect Trilogy,X360,OT,0.03
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,OT,0.09
Wolfenstein: The New Order,X360,OT,0.04
James Patterson Women's Murder Club: Games of Passion,DS,OT,0.05
Farming Simulator 2015,X360,OT,0.04
Jimmy Neutron: Boy Genius,PS2,OT,0.05
Castlevania: Order of Ecclesia,DS,OT,0.03
BlazBlue: Continuum Shift,PS3,OT,0.04
X-Men: The Official Game,PS2,OT,0.05
300: March to Glory,PSP,OT,0.06
Nicktoons: Unite!,PS2,OT,0.06
Six Flags Fun Park,Wii,OT,0.04
Spore Hero,Wii,OT,0.03
Mass Effect Trilogy,PS3,OT,0.04
NASCAR Racing,PS,OT,0.03
LEGO Jurassic World,PSV,OT,0.09
Up,PSP,OT,0.07
Spider-Man: Web of Shadows,X360,OT,0.03
SpongeBob SquigglePants,Wii,OT,0.03
Cars: Race-O-Rama,PSP,OT,0.06
Fantastic Pets,X360,OT,0.03
Command & Conquer: Red Alert,PS,OT,0.03
Star Wars The Clone Wars: Republic Heroes,DS,OT,0.04
Ogre Battle 64: Person of Lordly Caliber,N64,OT,0.04
UEFA Euro 2008 Austria-Switzerland,PS3,OT,0.06
The Terminator: Dawn of Fate,PS2,OT,0.05
The LEGO Movie Videogame,PSV,OT,0.09
Rogue Galaxy: Director's Cut,PS2,OT,0.05
Armored Core,PS,OT,0.03
Monster Trucks Mayhem,Wii,OT,0.02
Winter Sports 2: The Next Challenge,Wii,OT,0.04
Green Day: Rock Band,X360,OT,0.04
Densha De Go! 2,PS,OT,0.03
Transformers: Fall of Cybertron,PS3,OT,0.07
Call of Duty: Advanced Warfare,PC,OT,0.04
Disney Princess: Enchanting Storybooks,Wii,OT,0.04
Monopoly Streets,PS3,OT,0.07
Band Hero,PS2,OT,0.2
The Wonderful 101,WiiU,OT,0.03
No More Heroes 2: Desperate Struggle,Wii,OT,0.03
Battlefield 2: Modern Combat,X360,OT,0.03
Armored Core 2: Another Age,PS2,OT,0.03
Buzz! Junior: Jungle Party,PS2,OT,0.05
Mortal Kombat: Deadly Alliance,GC,OT,0.01
Marvel: Ultimate Alliance,Wii,OT,0.03
NBA 2K11,PS2,OT,0.06
Pro Pinball,PS,OT,0.03
'98 Koshien,PS,OT,0.03
NBA 2K9,PS2,OT,0.06
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,OT,0.01
Speed Racer: The Videogame,Wii,OT,0.03
Naughty Bear,X360,OT,0.04
Littlest Pet Shop,Wii,OT,0.03
TNA iMPACT!,PS3,OT,0.06
Just Dance Kids 2,X360,OT,0.03
Duke Nukem Forever,PC,OT,0.06
Marvel: Ultimate Alliance 2,PS2,OT,0.16
"Ed, Edd n Eddy: The Mis-Edventures",PS2,OT,0.06
Disney's Tarzan Untamed,PS2,OT,0.05
Borderlands: The Handsome Collection,XOne,OT,0.04
The Gunstringer,X360,OT,0.04
Knockout Kings 2001,PS,OT,0.03
From Russia With Love,PS2,OT,0.06
FIFA Soccer 13,PC,OT,0.07
Asura's Wrath,PS3,OT,0.05
Avatar: The Game,DS,OT,0.04
My Virtual Tutor: Reading Adventure First to Second Grade,DS,OT,0.03
Minority Report: Everybody Runs,PS2,OT,0.05
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,OT,0.03
NFL GameDay 2002,PS,OT,0.03
Disney Sing It! High School Musical 3: Senior Year,PS3,OT,0.07
Story of Seasons,3DS,OT,0.01
Beowulf: The Game,X360,OT,0.03
Super Monkey Ball: Step & Roll,Wii,OT,0.04
Hatsune Miku: Project Diva F 2nd,PSV,OT,0.06
Overlord,X360,OT,0.03
Tak and the Power of Juju,GC,OT,0.01
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,OT,0.04
Sega Superstars Tennis,PS3,OT,0.08
Wall-E,PS3,OT,0.08
NBA 2K10,PS2,OT,0.05
Defender,PS2,OT,0.05
WipeOut 3 The Game,Wii,OT,0.03
Thief (2014),PS3,OT,0.08
Gauntlet: Seven Sorrows,PS2,OT,0.05
Harry Potter: Quidditch World Cup,GC,OT,0.01
Advance Wars: Dual Strike,DS,OT,0.03
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,OT,0.03
WWE SmackDown! vs. RAW 2006,PSP,OT,0.03
The Chronicles of Narnia: Prince Caspian,PS2,OT,0.05
The Incredibles: Rise of the Underminer,GBA,OT,0.01
Pet in TV,PS,OT,0.03
Battalion Wars,GC,OT,0.01
NBA ShootOut 2000,PS,OT,0.03
Power Rangers: Dino Thunder,GC,OT,0.01
Rocksmith 2014,XOne,OT,0.04
NHL 15,XOne,OT,0.03
TMNT,Wii,OT,0.03
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,OT,0.03
Cabela's Big Game Hunter 2010,PS3,OT,0.03
EA Sports UFC 2,XOne,OT,0.04
NCAA GameBreaker 2000,PS,OT,0.03
Iron Man 2,PS3,OT,0.07
The Legend of Spyro: Dawn of the Dragon,PS2,OT,0.27
18 Wheeler: American Pro Trucker,PS2,OT,0.05
Atari Anthology,PS2,OT,0.05
Bugs Bunny: Lost in Time,PS,OT,0.03
NBA Jam,X360,OT,0.03
Sherlock Holmes: The Mystery of the Mummy,DS,OT,0.04
Hot Wheels: Beat That!,PS2,OT,0.05
MLB 2006,PS2,OT,0.05
Star Wars The Clone Wars: Republic Heroes,X360,OT,0.04
Brunswick Pro Bowling,PS2,OT,0.05
Mafia II,PC,OT,0.06
Rocket Power: Dream Scheme,GBA,OT,0.01
MX vs. ATV Unleashed,XB,OT,0.01
Rampage: Total Destruction,GC,OT,0.01
Planet 51,DS,OT,0.04
The Urbz: Sims in the City,GC,OT,0.02
Road Rash: Jailbreak,PS,OT,0.03
Mother 3,GBA,OT,0.01
Nicktoons: Freeze Frame Frenzy,GBA,OT,0.01
Diner Dash: Sizzle & Serve,DS,OT,0.03
Rapala Pro Bass Fishing 2010,X360,OT,0.03
Legends of WrestleMania,X360,OT,0.04
Wii Sports Club,WiiU,OT,0.03
Tomb Raider: Anniversary,X360,OT,0.05
You Don't Know Jack,PS,OT,0.03
Sonic Lost World,WiiU,OT,0.03
Condemned 2: Bloodshot,PS3,OT,0.07
Star Wars: Clone Wars,GC,OT,0.01
NBA Live 2002,XB,OT,0.02
Boku no Natsuyasumi,PS,OT,0.03
Armored Core V,PS3,OT,0.02
I-Ninja,PS2,OT,0.05
Command & Conquer,PS,OT,0.03
NBA Jam,PS3,OT,0.06
Mass Effect 2,PC,OT,0.07
Call of Duty: Finest Hour,GC,OT,0.01
Scooby-Doo! and the Spooky Swamp,DS,OT,0.03
Naruto: Path of the Ninja,DS,OT,0.03
Rise of the Tomb Raider,X360,OT,0.03
Hitman: Blood Money,X360,OT,0.03
Alpha Protocol,X360,OT,0.04
Suzuki TT Superbikes,PS2,OT,0.05
Rumble Roses,PS2,OT,0.05
Just Dance 2014,PS3,OT,0.07
Fantastic Four: Rise of the Silver Surfer,PS2,OT,0.05
Ultimate Spider-Man,XB,OT,0.02
GRID 2,PS3,OT,0.09
LEGO The Lord of the Rings,3DS,OT,0.03
Juiced 2: Hot Import Nights,PS2,OT,0.05
