title,publisher_name,genre_name,year
Myst,Sunsoft,Adventure,1994
Toaru Kagaku no Chou Denjihou,Kadokawa Shoten,Adventure,2011
Starwinder: The Ultimate Space Race,Mindscape,Racing,1996
The Lost Chronicles of Zerzura,DTP Entertainment,Adventure,2012
Ski Region Simulator,Excalibur Publishing,Simulation,2011
Angelique Trois,Tecmo Koei,Adventure,2000
Dreamer Series: Babysitter,Deep Silver,Simulation,2009
Dance Dance Revolution: Mario Mix (JP sales),Nintendo,Simulation,2005
A-Train 6,Midas Interactive Entertainment,Strategy,2000
Meitantei Conan: Tantei Ryoku Trainer,Namco Bandai Games,Misc,2007
ESPN International Winter Sports 2002,Konami Digital Entertainment,Sports,2002
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",Konami Digital Entertainment,Sports,2009
KimiKiss (ebKore+),Enterbrain,Adventure,2008
Gold and Glory: The Road to El Dorado,Ubisoft,Adventure,2000
Choro Q Marine: Q Boat,Takara,Racing,1998
GunPey,Atari,Puzzle,2006
BattleBots: Beyond the BattleBox,Vivendi Games,Action,2002
MX vs. ATV Supercross Encore,Nordic Games,Sports,2015
Yuugen Gaisha Brave Company,Namco Bandai Games,Strategy,2011
Mighty Beanz: Pocket Puzzles,Majesco Entertainment,Puzzle,2004
Ken to Mahou to Gakuen Mono. 3D,Acquire,Role-Playing,2011
History Great Empires: Rome,Black Bean Games,Strategy,2009
Friends: The One with All the Trivia,Warner Bros. Interactive Entertainment,Misc,2005
Mame Goma 2: Uchi no Ko ga Ichiban!,Creative Core,Simulation,2008
Backyard NFL Football '08,Atari,Sports,2007
Gunbird,Atlus,Shooter,1995
Imagine: Party Planner,Ubisoft,Simulation,2009
Dream C Club Portable,D3Publisher,Simulation,2010
Elemental Gearbolt,Sony Computer Entertainment,Shooter,1997
WWF Wrestlemania: The Arcade Game,Acclaim Entertainment,Fighting,1995
Handball 16,Bigben Interactive,Sports,2015
Mega Man 8 Anniversary Collector's Edition,Capcom,Platform,1997
V-Rally 3,Atari,Racing,2002
Nobunaga no Yabou: Souzou,Tecmo Koei,Strategy,2014
Pro Yakyuu Famista 2011,Namco Bandai Games,Sports,2011
Impact Racing,JVC,Racing,1996
Sled Shred featuring the Jamaican Bobsled Team,SouthPeak Games,Sports,2010
Amazing Island,Sega,Strategy,2004
SeaBlade,TDK Mediactive,Shooter,2002
Jikkyou Powerful Pro Yakyuu DreamCast Edition,Konami Digital Entertainment,Sports,2000
Carmen Sandiego: The Secret of the Stolen Drums,BAM! Entertainment,Action,2004
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,Atlus,Role-Playing,2010
Activision Hits: Remixed,Activision,Misc,2006
Death Jr. II: Root of Evil,Konami Digital Entertainment,Platform,2006
Hail to the Chimp,Gamecock,Misc,2008
MotoGP 4 - Official Game of MotoGP,Sony Computer Entertainment,Racing,2005
Kyoukai Senjou no Horizon Portable,Kadokawa Shoten,Adventure,2013
4 Elements,Mastertronic,Puzzle,2009
Shining Force III: Scenario 2,Sega,Strategy,1998
Airline Tycoon 2,Kalypso Media,Simulation,2011
Worms World Party,Ubisoft,Strategy,2002
Medabots: Metabee,Natsume,Role-Playing,2002
NHL Legacy,Electronic Arts,Action,2015
Final Fight: Streetwise,Capcom,Action,2006
Drivers Ed Portable,JoWood Productions,Misc,2008
Rebelstar: Tactical Command,Atari,Strategy,2005
Kamen Rider: Battride War Genesis,Namco Bandai Games,Action,2016
IL-2 Sturmovik: Cliffs of Dover,Ubisoft,Simulation,2011
Unsolved Crimes,Empire Interactive,Adventure,2008
Minna to Kimi no Piramekino!,Namco Bandai Games,Misc,2010
Bombastic,Capcom,Puzzle,2002
NHL Powerplay 98,Virgin Interactive,Sports,1997
Olympic Soccer: Atlanta 1996,U.S. Gold,Sports,1996
Lernerfolg Vorschule: Capt'n Sharky,Tivola,Misc,2009
Samurai Dou Portable,Spike,Action,2008
Princess on Ice,505 Games,Sports,2008
Phantasy Star Online Episode I & II Plus,Sega,Role-Playing,2003
Front Mission 2089: Border of Madness,Square Enix,Strategy,2008
Miracle Girls Festival,Sega,Misc,2015
Dual Hearts,Sony Computer Entertainment,Role-Playing,2002
7 Wonders: Treasures of Seven,Avanquest,Puzzle,2011
Saki: Zenkoku-hen,Kaga Create,Misc,2015
Mister Slime,SouthPeak Games,Action,2008
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,Aksys Games,Action,2015
"Murder, She Wrote",Focus Home Interactive,Adventure,2009
Virtual Villagers: A New Home,PQube,Simulation,2010
Wing Commander: Prophecy,"Destination Software, Inc",Simulation,2003
Marc Ecko's Getting Up: Contents Under Pressure,Atari,Action,2006
Learn Science,DreamCatcher Interactive,Misc,2010
Hakuouki: Reimeiroku,Idea Factory,Adventure,2010
Vertigo,Playlogic Game Factory,Strategy,2009
Shin Sangoku Musou 5 Empires,Tecmo Koei,Action,2010
Carve,Global Star,Racing,2004
GachiTora! Abarenbou Kyoushi in High School,Spike,Action,2011
WTA Tour Tennis,Konami Digital Entertainment,Sports,2001
Bottom of the 9th '99,Konami Digital Entertainment,Sports,1998
Famicom Mini: Dig Dug,Namco Bandai Games,Puzzle,2004
Naval Ops: Commander,Tecmo Koei,Simulation,2004
Defendin' De Penguin,Zushi Games,Strategy,2008
Bleach: Blade Battlers,Sony Computer Entertainment,Fighting,2006
Rez,Sony Computer Entertainment,Shooter,2001
Goosebumps: The Game,WayForward Technologies,Adventure,2015
Rockin' Pretty,Arc System Works,Misc,2009
Jake Power: Policeman,Ubisoft,Adventure,2008
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,Sega,Misc,2006
Lufia: The Ruins of Lore,Taito,Role-Playing,2002
Major Minor's Majestic March,Majesco Entertainment,Misc,2009
Shaman King: Soul Fight,Namco Bandai Games,Platform,2003
Samurai Deeper Kyo,Namco Bandai Games,Fighting,2002
Samantha Swift and the Hidden Roses of Athena,Unknown,Adventure,2010
Medabots: Infinity,Ubisoft,Role-Playing,2003
Jirou Akagawa: Majotachi no Nemuri,Pack-In-Video,Adventure,1995
Bust-A-Bloc,Midas Interactive Entertainment,Puzzle,2002
Sitting Ducks,LSP Games,Platform,2003
Animal Planet: Vet Collection,Activision,Simulation,2010
Imagine Animal Doctor Care Center,Ubisoft,Simulation,2010
Uta no Prince-Sama: Music 3,Broccoli,Action,2016
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Namco Bandai Games,Misc,2013
New Prince of Tennis: Go to the Top,FuRyu,Action,2015
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,Namco Bandai Games,Action,2013
Nobunaga's Ambition: Sphere of Influence,Tecmo Koei,Strategy,2014
Hi-Octane: The Track Fights Back!,Electronic Arts,Racing,1995
Venetica,DTP Entertainment,Role-Playing,2009
Black Sigil: Blade of the Exiled,Graffiti,Role-Playing,2009
TrackMania Turbo: Build to Race,Ubisoft,Racing,2010
ZombiU,Ubisoft,Action,2016
Domino Rally,Nordcurrent,Action,2007
Doraemon 2: Nobita no Toizurando Daibouken,Epoch,Role-Playing,1993
Samurai Champloo: Sidetracked,Namco Bandai Games,Action,2006
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,Takara Tomy,Action,2007
Utawarerumono: Futari no Hakuoro,Aqua Plus,Misc,2016
Chaos;Child,5pb,Adventure,2015
Fatal Fury: Wild Ambition,SNK Playmore,Fighting,1999
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,Hudson Soft,Action,2010
Dengeki Gakuen RPG: Cross of Venus,ASCII Media Works,Role-Playing,2009
Judge Dredd,Gremlin Interactive Ltd,Platform,1997
Minna no Ennichi,Namco Bandai Games,Action,2012
Winning Post 8,Tecmo Koei,Racing,2014
DoDonPachi Resurrection,Rising Star Games,Shooter,2010
Bass Rise,Namco Bandai Games,Sports,1999
UEFA Champions League 2006-2007,Electronic Arts,Sports,2007
Dynamite Headdy,Sega,Platform,1993
Choujikuu Yousai Macross: Do You Remember Love,Namco Bandai Games,Shooter,2012
Arcania: Gothic 4,Nordic Games,Role-Playing,2015
Persona 2: Eternal Punishment,Atlus,Role-Playing,2012
Dragon's Lair 3D: Return to the Lair,Ubisoft,Platform,2002
Growlanser: Heritage of War (jp sales),Rising Star Games,Role-Playing,2006
Myst IV: Revelation,Ubisoft,Adventure,2005
Culdcept Revolt,Nintendo,Strategy,2016
Sushi Go-Round,Asylum Entertainment,Simulation,2010
Pachinko Wars II,Coconuts Japan,Misc,1993
Myth Makers: Orbs of Doom,Popcorn Arcade,Puzzle,2007
The Nightmare of Druaga: Fushigino Dungeon,Arika,Role-Playing,2004
Omega Labyrinth,D3Publisher,Role-Playing,2015
Air Conflicts: Aces of World War II,Graffiti,Simulation,2009
Cities in Motion,Paradox Interactive,Simulation,2011
Virtua Striker 2002,Sega,Sports,2002
Code Lyoko,Game Factory,Action,2007
Taito Legends Power Up,Destineer,Action,2007
Fate/Unlimited Codes Portable,Capcom,Fighting,2009
Metal Slug Anthology,Ignition Entertainment,Shooter,2007
Tenchu: Dark Secret,From Software,Action,2006
Game no Kanzume Vol 2,Sega,Misc,1994
Zoo Quest: Puzzle Fun!,JoWood Productions,Puzzle,2008
JoJo no Kimy? na B?ken Fantomu Buraddo,Namco Bandai Games,Action,2006
The Idolmaster 2,Namco Bandai Games,Simulation,2011
PQ2: Practical Intelligence Quotient,D3Publisher,Puzzle,2006
Mr Bean's Wacky World of Wii,Blast! Entertainment Ltd,Adventure,2009
Powerdrome,Evolved Games,Racing,2004
Dreamer Series: Puppy Trainer,DreamCatcher Interactive,Simulation,2008
Pro Yakyuu Spirits 5 Kanzenban,Konami Digital Entertainment,Sports,2008
Tsumiki: Block Drop Mania,Nobilis,Action,2007
Shin Sangoku Musou 5 Special,Tecmo Koei,Action,2009
Pony Friends: Mini Breeds Edition,Eidos Interactive,Simulation,2008
Otogi 2: Immortal Warriors,Sega,Action,2003
Legend of Kay,JoWood Productions,Action,2005
Dead or Alive Xtreme 3: Fortune,Tecmo Koei,Sports,2016
Strawberry Shortcake: Strawberryland Games,Game Factory,Action,2006
Koi to Senkyo to Chocolate Portable,Kadokawa Shoten,Adventure,2012
Dokapon Journey,Sting,Role-Playing,2008
Ultra Bust-A-Move,505 Games,Puzzle,2004
Piglet's Big Game,THQ,Platform,2003
Pony Friends,Eidos Interactive,Simulation,2007
Pinball Hall of Fame: The Gottlieb Collection,Crave Entertainment,Misc,2005
Ferrari F355 Challenge,Sony Computer Entertainment,Racing,2002
MorphX,505 Games,Shooter,2010
Stranger of Sword City,Nippon Ichi Software,Role-Playing,2015
Air Traffic Chaos,Ertain,Simulation,2007
Battleship / Connect Four / Sorry! / Trouble,"Destination Software, Inc",Puzzle,2006
Prism: Light the Way,Eidos Interactive,Puzzle,2007
Tiny Toon Adventures: Toonenstein - Dare to Scare,Swing! Entertainment,Action,1998
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,Hudson Soft,Fighting,2010
Shifters,3DO,Adventure,2002
RPG Tsukuru DS,Enterbrain,Role-Playing,2010
Earth Defense Force 4.1: The Shadow of New Despair,Xseed Games,Shooter,2015
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,Sega,Role-Playing,2008
TNA iMPACT: Cross the Line,SouthPeak Games,Fighting,2010
Lagoon,Kemco,Role-Playing,1991
Nanostray 2,Codemasters,Shooter,2008
Microsoft Flight Simulator X Acceleration Expansion Pack,Microsoft Game Studios,Simulation,2007
Trick x Logic: Season 1,Sony Computer Entertainment,Adventure,2010
Mawashite Tsunageru Touch Panic,Nintendo,Puzzle,2006
Luminous Arc Infinity,Marvel Entertainment,Action,2015
Monster! Bass Fishing,Ignition Entertainment,Sports,2003
Sigma Star Saga,Atari,Role-Playing,2005
Assetto Corsa,505 Games,Racing,2016
Batman: Gotham City Racer,Ubisoft,Racing,2001
Sengoku Basara X,Capcom,Fighting,2008
Plants vs. Zombies,PopCap Games,Strategy,2009
Doraemon: Nobita no Kyouryuu 2006 DS,Sega,Role-Playing,2006
Ontamarama,Atlus,Action,2007
Hakuoki: Stories of the Shinsengumi,Idea Factory,Adventure,2010
DokiDoki Majo Shinpan!,SNK Playmore,Adventure,2007
Star Wars: Republic Commando,LucasArts,Shooter,2005
Starry ? Sky: In Spring,Asgard,Misc,2010
Armored Core: Formula Front Extreme Battle,505 Games,Simulation,2004
Downforce,Avalon Interactive,Racing,2002
Bejeweled Twist,PopCap Games,Puzzle,2008
Little Busters! Converted Edition,Prototype,Adventure,2009
Enemy Front,Namco Bandai Games,Shooter,2014
Dream Salon,Zoo Games,Misc,2009
Disney's Party,Electronic Arts,Misc,2002
Tennis no Oji-Sama: 2005 Crystal Drive,Konami Digital Entertainment,Sports,2004
Summon Night X: Tears Crown,Namco Bandai Games,Role-Playing,2009
Secret Files: Tunguska,Deep Silver,Adventure,2008
Taiho Shichauzo!,Pioneer LDC,Adventure,2001
Phantom Crash,Phantagram,Simulation,2002
Men of War: Assault Squad,1C Company,Strategy,2011
Fishdom,Atari,Puzzle,2011
Yanya Caballista: City Skater,Tecmo Koei,Sports,2001
Expendable,Infogrames,Action,1999
Imagine: Artist,Ubisoft,Misc,2009
Pet Pals: New Leash on Life,Destineer,Simulation,2010
The Idolmaster: Gravure For You! Vol. 2,Namco Bandai Games,Misc,2011
Arthur! Ready to Race,The Learning Company,Racing,2000
Thunder Force V: Perfect System,TechnoSoft,Shooter,1998
The Typing of the Dead,Sega,Shooter,2000
The Idolm@ster: Dearly Stars,Namco Bandai Games,Adventure,2009
Kids Learn Music A+ Edition,Unknown,Misc,2011
Kart Racer,Nordic Games,Racing,2009
Bakemonogatari Portable,Namco Bandai Games,Action,2012
Sam & Max: Beyond Time and Space,Atari,Adventure,2010
To Heart 2: Dungeon Travelers,Aqua Plus,Adventure,2015
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,Nintendo,Misc,2006
Shrek Super Party,TDK Mediactive,Misc,2003
Bakusou Kyoudai Let's & Go!! Eternal Wings,Jaleco,Racing,1998
Caligula,FuRyu,Role-Playing,2016
Steins;Gate 0,PQube,Adventure,2015
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,Namco Bandai Games,Action,2007
NHL Blades of Steel '99,Konami Digital Entertainment,Sports,1999
Lips: Deutsche Partyknaller,Microsoft Game Studios,Misc,2009
Apassionata: Die Galanacht der Pferde,RTL,Simulation,2009
Dungeon Raiders,Focus Home Interactive,Role-Playing,2009
Philosoma,Sony Computer Entertainment,Shooter,1995
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,Sega,Misc,1995
Puyo Pop,Sega,Puzzle,2001
Marriage Royale: Prism Story,ASCII Media Works,Adventure,2010
Super Heroine Chronicle,Namco Bandai Games,Role-Playing,2014
Kamiwaza,Acquire,Action,2006
Rave Master,Konami Digital Entertainment,Fighting,2002
The Technomancer,Focus Home Interactive,Role-Playing,2016
Ben 10 Galactic Racing,D3Publisher,Racing,2012
Kinnikuman Muscle Grand Prix Max,Konami Digital Entertainment,Fighting,2006
Hotel for Dogs,505 Games,Simulation,2009
Suzuki Super-Bikes II: Riding Challenge,Valcon Games,Racing,2008
Jim Henson's Muppets in Spy Muppets: License to Croak,TDK Mediactive,Action,2003
Medal of Honor: European Assault (weekly JP sales),Electronic Arts,Shooter,2005
Super Robot Taisen Neo,Namco Bandai Games,Strategy,2009
OutRun 2006: Coast 2 Coast,Sega,Racing,2006
Blues Brothers 2000,Virgin Interactive,Platform,2000
Metal Max 2 Reloaded,Unknown,Role-Playing,2011
All Star Tennis 99,Ubisoft,Sports,1999
Hercules: The Legendary Journeys,Titus,Role-Playing,2000
Dual Heroes,Hudson Soft,Fighting,1997
Fighter Destiny 2,Imagineer,Fighting,1999
Chameleon Twist 2,Infogrames,Platform,1998
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,Spike,Misc,2007
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,Irem Software Engineering,Misc,2007
Winning Post World,Tecmo Koei,Sports,2009
Arx Fatalis,Mindscape,Role-Playing,2003
Slam Dunk SD Heat Up!!,Namco Bandai Games,Sports,1995
My Body Coach,Big Ben Interactive,Sports,2009
Dead in the Water,ASC Games,Action,1999
Winning Post 7 2013,Tecmo Koei,Sports,2013
Detective Conan: Prelude from the Past,Namco Bandai Games,Action,2012
Dr. Seuss: Green Eggs and Ham,NewKidCo,Action,2003
Sea Monsters: A Prehistoric Adventure,Zushi Games,Adventure,2007
Atelier Rorona: Alchemist of Arland,Nippon Ichi Software,Role-Playing,2013
Guilty Gear Dust Strikers,Majesco Entertainment,Fighting,2006
Dark Summit,THQ,Sports,2002
Singularity,Mastertronic,Shooter,2010
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,Namco Bandai Games,Adventure,2010
George of the Jungle and the Search for the Secret,Ignition Entertainment,Platform,2008
Turbo Turtle Adventure,Majesco Entertainment,Puzzle,2002
"Warhammer 40,000: Dawn of War",THQ,Strategy,2004
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,Namco Bandai Games,Adventure,2006
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,Vap,Misc,1994
Corpse Party: Blood Covered - Repeated Fear,5pb,Adventure,2010
The Lost Treasures of Alexandria,Unknown,Puzzle,2011
Chronicles of the Sword,Psygnosis,Adventure,1996
The Lost Vikings,Activision,Puzzle,2003
Keiba Eight Special,Misawa,Sports,1993
Harukanaru Toki no Naka de 3,Tecmo Koei,Adventure,2004
Reel Fishing: The Great Outdoors,Natsume,Sports,2006
Assassin's Creed: Altair's Chronicles,Ubisoft,Platform,2008
Pirates vs Ninja Dodgeball,SouthPeak Games,Sports,2009
Guild 01,Level 5,Action,2012
Nike+ Kinect Training,Microsoft Game Studios,Sports,2012
Durarara!! 3-way Standoff,ASCII Media Works,Adventure,2010
Ty the Tasmanian Tiger 3: Night of the Quinkan,Zoo Digital Publishing,Action,2005
Cartoon Network Racing,Game Factory,Action,2006
Tokimeki Memorial Girl's Side 2nd Kiss,Konami Digital Entertainment,Adventure,2006
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,Spike,Role-Playing,2010
Active Life: Magical Carnival,Namco Bandai Games,Misc,2011
Hokuto no Ken,Sega,Fighting,2007
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),Konami Digital Entertainment,Misc,2006
Stretch Panic,Midas Interactive Entertainment,Platform,2001
Empire Earth,Vivendi Games,Strategy,2001
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,Square Enix,Role-Playing,2013
Baku Baku,Sega,Puzzle,1995
Pro Cycling Manager 2016,Focus Home Interactive,Sports,2016
SD Gundam: Over Galaxian,Namco Bandai Games,Shooter,1996
Smart Kid's Party Fun Pak,UFO Interactive,Misc,2008
BeatMania IIDX 3rd Style,Konami Digital Entertainment,Simulation,2000
Yu-Gi-Oh! World Championship 2007,Konami Digital Entertainment,Strategy,2007
Hummer Badlands,Global Star,Racing,2006
Freelancer,Microsoft Game Studios,Simulation,2003
Woody Woodpecker: Escape from Buzz Buzzard Park,DreamCatcher Interactive,Platform,2001
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",505 Games,Adventure,2007
Furu Furu Park,Taito,Misc,2007
Monster Band,Tivola,Misc,2008
BeatMania IIDX 4th Style: New Songs Collection,Konami Digital Entertainment,Simulation,2001
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,Benesse,Misc,2008
G1 Grand Prix,Genki,Action,2012
QUIZ PARTY,Nintendo,Misc,2012
MTX Mototrax,Activision,Racing,2006
Around the World in 80 Days,Hip Interactive,Action,2004
Houkago Shounen,Konami Digital Entertainment,Misc,2008
Classic Dungeon X2,Nippon Ichi Software,Role-Playing,2011
Whirl Tour,Vivendi Games,Sports,2002
Pinball Tycoon,Ignition Entertainment,Misc,2002
Cartoon Network Block Party,Majesco Entertainment,Misc,2004
Power Spike Pro Beach Volleyball,Infogrames,Sports,2000
White Album: Tsuzurareru Fuyu no Omoide,Aqua Plus,Adventure,2010
Harukanaru Toki no Naka de: Yumenoukihashi,Tecmo Koei,Adventure,2008
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,Gainax Network Systems,Misc,1998
SD Gundam: Scad Hammers,Namco Bandai Games,Strategy,2006
Spitfire Heroes: Tales of the Royal Air Force,Destineer,Simulation,2008
Super Bust-A-Move,Ubisoft,Puzzle,2001
ZooCube,Acclaim Entertainment,Puzzle,2002
Stunt GP,Titus,Racing,2001
Wicked Monster Blast!,PQube,Shooter,2011
NBA 2K,Sega,Sports,1999
D.Gray-man: Kami no Shitotachi,Konami Digital Entertainment,Adventure,2007
Strikers 1945,Atlus,Shooter,1996
World Series of Poker,Activision Value,Misc,2005
Jikkyou Oshaberi Parodius,Konami Digital Entertainment,Shooter,1995
Super Jinsei Game 2,Takara,Misc,1995
Winter Sports 3: The Great Tournament,Tradewest,Sports,2010
J-League Winning Eleven 2010: Club Championship,Konami Digital Entertainment,Sports,2010
Johnny Bazookatone,U.S. Gold,Platform,1995
Beastly Frantic Foto,Storm City Games,Puzzle,2011
Neverland Card Battles,Idea Factory,Role-Playing,2008
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,Alchemist,Action,2015
Worms Reloaded,Team17 Software,Strategy,2010
StarCraft,Activision,Strategy,1998
Koihime Musou,Yeti,Adventure,2008
Blazing Souls: Accelate,Idea Factory,Role-Playing,2009
Ms Saga: A New Dawn,Namco Bandai Games,Role-Playing,2005
Kekkon Zenya,Shogakukan,Adventure,1995
Finny the Fish & the Seven Waters,Sony Computer Entertainment,Sports,2004
Next Generation of Chaos,Idea Factory,Role-Playing,2002
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,Takara Tomy,Misc,2008
GrimGrimoire,Tecmo Koei,Strategy,2007
J-League '96 Dream Stadium,Hudson Soft,Sports,1996
Capcom vs. SNK: Millennium Fight 2000 Pro,Capcom,Fighting,2001
Golden Axe: The Duel,Sega,Fighting,1994
Crime Life: Gang Wars,Konami Digital Entertainment,Action,2005
Tokimeki Memorial: Girls Side 1st Love,Konami Digital Entertainment,Adventure,2007
Rock 'N Roll Racing,Activision,Racing,2003
Far Cry,Ubisoft,Shooter,2004
Silhouette Mirage,ESP,Platform,1998
Dynasty Warriors Vol. 2,Tecmo Koei,Action,2006
Treasure Report: Kikai Jikake no Isan,Namco Bandai Games,Adventure,2011
Growlanser VI: Precarious World,Atlus,Role-Playing,2007
Block Kuzushi,Pow,Puzzle,1995
Boing! Docomodake DS,Ignition Entertainment,Puzzle,2007
American Bass Challenge,Starfish,Sports,2001
American Chopper 2: Full Throttle,Activision,Racing,2005
Secret Service,Activision Value,Action,2008
Sword Art Online: Game Director's Edition,Namco Bandai Games,Role-Playing,2015
Ultimate Ghosts 'n Goblins (JP sales),Capcom,Platform,2006
Rugby 06,Electronic Arts,Sports,2006
Fatal Frame II: Crimson Butterfly Director's Cut,Microsoft Game Studios,Action,2004
Deadliest Catch: Alaskan Storm,Navarre Corp,Sports,2008
Colin McRae Rally 2005,Codemasters,Racing,2004
Venus & Braves: Majo to Megami to Horobi no Yogen,Namco Bandai Games,Role-Playing,2011
Ship Simulator Extremes,Paradox Interactive,Simulation,2010
Zoop,MediaQuest,Puzzle,1995
Powerful Golf,Konami Digital Entertainment,Sports,2011
Saiyuki: Journey West,Tecmo Koei,Strategy,1999
Detective Conan: Marionette Symphony,Namco Bandai Games,Adventure,2013
Amnesia Crowd,Idea Factory,Misc,2013
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Hackberry,Misc,2008
VR Soccer '96,Gremlin Interactive Ltd,Sports,1996
Smash Court Tennis 3,Namco Bandai Games,Sports,2007
Diabolik Lovers,Idea Factory,Adventure,2012
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,Konami Digital Entertainment,Action,2008
Summoner: A Goddess Reborn,THQ,Role-Playing,2003
Saints Row: Gat out of Hell,Deep Silver,Action,2015
Rock of the Dead,Conspiracy Entertainment,Shooter,2010
The Sims,Electronic Arts,Simulation,2000
Cesar Millan's Dog Whisperer,Ubisoft,Simulation,2008
Kiniro no Corda 2 Encore,Tecmo Koei,Role-Playing,2007
Jewel Quest Mysteries,Astragon,Puzzle,2009
Moon,Mastiff,Adventure,2009
M&M's Adventure,Zoo Digital Publishing,Adventure,2008
ESPN Great Outdoor Games Bass 2002,Konami Digital Entertainment,Sports,2001
Soul Eater: Plot of Medusa,Namco Bandai Games,Action,2008
Gummy Bears Mini Golf,Storm City Games,Sports,2010
Company of Heroes,THQ,Strategy,2006
Color Cross,Rising Star Games,Misc,2008
Gaist Crusher,Capcom,Action,2013
Punch King,Acclaim Entertainment,Fighting,2002
Silent Hunter: Wolves of the Pacific,Ubisoft,Simulation,2007
World Championship Pool 2004,Jaleco,Sports,2004
The Dark Spire,Success,Role-Playing,2008
Kakuto Chojin,Microsoft Game Studios,Fighting,2002
Beyond Oasis,Sega,Role-Playing,1993
Forza Motorsport 3: Ultimate Edition,Microsoft Game Studios,Racing,2010
Wii de Asobu Chibi-Robo!,Nintendo,Adventure,2009
Romance of the Three Kingdoms VI: Awakening of the Dragon,Tecmo Koei,Strategy,1998
To Heart 2 DX Plus,Aqua Plus,Adventure,2011
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,Namco Bandai Games,Adventure,2011
Naruto: Uzumaki Chronicles 2 (JP sales),Namco Bandai Games,Action,2006
Snoopy vs the Red Baron,Namco Bandai Games,Adventure,2006
Pet Vet: Down Under,Deep Silver,Simulation,2009
Raze's Hell,Majesco Entertainment,Shooter,2005
Rain (2013),Sony Computer Entertainment,Adventure,2013
Billy the Wizard: Rocket Broomstick Racing,Metro 3D,Racing,2007
Pool Party,SouthPeak Games,Sports,2007
Microsoft Train Simulator,Microsoft Game Studios,Simulation,2001
Shin Megami Tensei NINE,Atlus,Role-Playing,2002
Magic Carpet,Electronic Arts,Shooter,1995
Hoshigami: Ruining Blue Earth,Max Five,Role-Playing,2001
GunPey DS,Atari,Puzzle,2006
Wing Island,Konami Digital Entertainment,Simulation,2006
Clever Kids: Creepy Crawlies,Midas Interactive Entertainment,Action,2009
Supreme Commander,THQ,Strategy,2007
NightCaster II: Equinox,Jaleco,Action,2002
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,Square Enix,Role-Playing,2008
Galaxy Racers,Ubisoft,Racing,2010
Wonder World Amusement Park,Majesco Entertainment,Misc,2008
Bubble Bobble Revolution,Atari,Puzzle,2005
Time Crisis: Project Titan,Namco Bandai Games,Shooter,2001
Ys: The Ark of Napishtim,Konami Digital Entertainment,Role-Playing,2006
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,Namco Bandai Games,Action,2011
Crusader: No Remorse,Electronic Arts,Adventure,1996
MiniCopter: Adventure Flight,505 Games,Simulation,2007
Shaun the Sheep,D3Publisher,Adventure,2008
Fast & Furious: Showdown,Activision,Action,2013
Test Drive: Ferrari Legends,Atari,Racing,2012
FIFA Manager 12,Electronic Arts,Sports,2011
River City Soccer Hooligans,Arc System Works,Sports,2010
Shin Hayarigami,Nippon Ichi Software,Adventure,2014
Turok: Dinosaur Hunter,Acclaim Entertainment,Shooter,1997
Taiko no Tatsujin Portable 2,Namco Bandai Games,Misc,2006
Gitaroo Man,THQ,Misc,2001
Super Bubble Pop,Jaleco,Puzzle,2003
Mafia,Take-Two Interactive,Action,2002
Balloon Pop,505 Games,Puzzle,2007
XBLAZE Code: Embryo,Arc System Works,Adventure,2013
Black Mirror 2,DTP Entertainment,Adventure,2009
Time Travelers,Level 5,Adventure,2012
Amnesia Later,Idea Factory,Misc,2012
